Name,Age,Gender,Admission Test Score,High School Percentage,City,Admission Status
Maftuna,16.0,Female,59.7,69.81,Islamabad,Rejected
Haris,20.0,Male,82.7,84.05,Islamabad,Rejected
Iqra,22.0,Female,86.5,-16.06,Peshawar,Accepted
Bushra,19.0,Female,189.0,102.87,Quetta,Rejected
Sara,21.0,Female,80.1,91.66,Multan,Accepted
Rohail,21.0,Male,82.7,67.41,Islamabad,Accepted
Kamol,20.0,Male,91.4,NULL,Karachi,Accepted
Javed,22.0,Male,64.6,85.1,Lahore,Rejected
Nasir,22.0,,85.9,89.55,Karachi,Accepted
Humaira,19.0,Female,72.1,86.32,Peshawar,Accepted
Malika,16.0,Female,,52.57,Lahore,Rejected
Rabia,22.0,Female,90.8,64.18,Islamabad,Accepted
Ozoda,23.0,Female,98.8,84.5,Islamabad,rejected
Bekzod,21.0,Male,85.5,54.8,Rawalpindi,Accepted
Talha,21.0,Male,93.7,52.68,Lahore,Accepted
Malika,,Female,64.0,73.18,Karachi,Rejected
Sara,18.0,Female,83.3,87.62,Karachi,Accepted
Nisha,21.0,Female,80.9,90.53,Multan,Accepted
Iqbol,22.0,Female,77.7,87.02,Multan,Accepted
Nabeel,21.0,Male,86.7,77.59,Karachi,Accepted
Irfan,21.0,Male,50.6,48.85,,Rejected
Shazia,25.0,Female,80.6,52.59,Peshawar,Accepted
Ozoda,22.0,Female,58.4,91.42,Quetta,
Noor,19.0,Female,67.1,59.07,Quetta,Rejected
Saqib,17.0,Male,77.8,91.93,Quetta,Accepted
Taimur,19.0,Male,67.7,82.14,Islamabad,Rejected
Sobia,19.0,Female,100.0,81.29,Quetta,Accepted
Bobur,25.0,Male,96.2,85.38,Lahore,Accepted
Mohira,19.0,Female,,93.11,Karachi,Rejected
Zamira,19.0,Female,72.2,61.76,Lahore,Rejected
Ibrohim,20.0,Male,100.0,,Islamabad,Accepted
Mavluda,17.0,,79.1,74.11,Rawalpindi,Accepted
Rida,19.0,Female,109.6,87.26,Rawalpindi,Accepted
Nisha,20.0,Female,74.4,56.62,Multan,Rejected
Zunaira,19.0,Female,70.7,81.8,Karachi,Accepted
Furqan,22.0,Male,84.4,93.4,Peshawar,Accepted
Nodir,23.0,Male,77.8,76.6,,Accepted
Fareeha,17.0,Female,81.9,55.68,Peshawar,Rejected
Rehan,18.0,Male,62.6,48.69,Quetta,Rejected
Rukhsana,17.0,Female,75.4,64.2,Karachi,Rejected
Naeem,26.0,Male,94.3,99.0,Islamabad,Accepted
Asad,18.0,Male,74.6,44.01,Lahore,Rejected
Amjad,21.0,,76.3,87.53,Peshawar,Accepted
Mehwish,17.0,Female,51.9,99.0,Quetta,Accepted
Lochinbek,22.0,Male,64.7,99.0,Peshawar,Accepted
Sidra,19.0,Female,43.2,82.92,Quetta,Rejected
Shahid,,Male,74.7,84.19,Islamabad,Rejected
Ulugbek,22.0,Male,44.7,83.32,Peshawar,Rejected
Rida,19.0,Female,95.9,85.29,Multan,Accepted
Samina,20.0,Female,65.6,96.54,Quetta,Accepted
Tariq,19.0,Male,87.4,93.44,Lahore,Accepted
Raza,16.0,Male,81.7,83.15,Islamabad,Accepted
Iqra,21.0,Female,70.0,78.3,Karachi,Accepted
Murtaza,22.0,Male,90.8,48.33,Rawalpindi,Accepted
Bushra,24.0,Female,100.0,97.79,Lahore,Accepted
Asad,21.0,Male,,61.78,Multan,Rejected
Zaid,19.0,Male,72.9,87.24,Karachi,Accepted
Barno,20.0,Female,80.7,76.86,Rawalpindi,Accepted
BUSHRA,23.0,Female,109.0,40.0,Karachi,Rejected
Mehwish,22.0,Female,94.0,71.14,Islamabad,Accepted
Rukhsana,-3.0,Female,91.4,99.0,Rawalpindi,Accepted
Yasir,16.0,Male,65.9,76.94,Lahore,Rejected
Arslan,18.0,Male,79.9,73.03,Rawalpindi,Rejected
Nilufar,19.0,Female,99.4,64.58,Karachi,Accepted
Zubair,24.0,Male,67.4,75.61,Lahore,Rejected
Samina,0.0,Female,95.1,41.09,Rawalpindi,Rejected
Maftuna,,Female,72.9,90.29,Karachi,Accepted
Hamza,25.0,Male,53.3,94.22,Lahore,Rejected
Zara,,Female,70.6,82.64,Peshawar,Rejected
Lochinbek,,Male,70.2,81.3,Islamabad,Accepted
Aisha,18.0,Female,83.8,97.01,Rawalpindi,Accepted
Temur,19.0,Male,80.2,71.78,Islamabad,Rejected
Muniba,20.0,Female,73.3,99.0,Multan,Accepted
Nasiba,21.0,Female,80.8,80.76,Peshawar,Accepted
Dilovar,20.0,Male,86.4,66.17,Peshawar,Accepted
Uzma,22.0,Female,78.2,99.0,Islamabad,Accepted
Mehwish,20.0,Female,59.4,74.6,Rawalpindi,Rejected
Shafiq,21.0,Male,,81.5,Lahore,Accepted
Rukhsana,18.0,Female,65.6,62.39,Islamabad,Rejected
Dilnoza,16.0,Female,67.6,74.17,Peshawar,Rejected
Amna,19.0,Female,63.3,49.37,Peshawar,Rejected
Saqib,21.0,Male,77.5,78.06,Karachi,Accepted
Sumera,18.0,Female,93.5,80.33,Karachi,Accepted
Bilal,20.0,Male,64.9,63.94,Karachi,Rejected
Kashif,21.0,Male,87.2,91.6,Lahore,Accepted
Kamola,19.0,Female,80.7,81.74,Rawalpindi,Accepted
Samina,17.0,Female,68.3,56.34,Lahore,Rejected
Tahir,19.0,Male,81.9,122.07,Multan,Accepted
Mohira,18.0,Female,85.5,67.57,Rawalpindi,Accepted
Aliya,24.0,Female,62.4,78.81,Quetta,Rejected
Shehroz,21.0,Male,89.6,64.23,Peshawar,Accepted
Farzana,20.0,Female,64.6,118.59,Islamabad,Rejected
Javlon,19.0,Male,75.0,77.78,Islamabad,Accepted
Babar,22.0,Male,88.0,79.66,Karachi,Accepted
Yulduz,22.0,Female,171.0,82.09,Lahore,Accepted
Hafsa,18.0,Female,67.0,80.38,Rawalpindi,Rejected
Doniyor,21.0,Male,66.9,99.0,Peshawar,Accepted
Zara,22.0,Female,80.6,81.02,Quetta,Accepted
Aisha,18.0,Female,88.3,97.3,Islamabad,Accepted
Iqra,18.0,Female,57.4,79.18,Peshawar,Rejected
Iqra,18.0,Female,74.3,71.4,Lahore,Rejected
Dilovar,20.0,Male,96.5,66.63,Karachi,Accepted
Ulugbek,19.0,Male,51.4,71.61,Lahore,Rejected
Nilufar,17.0,Female,,99.0,Islamabad,Accepted
Malika,21.0,Female,60.2,62.79,Islamabad,Rejected
Aisha,18.0,,94.3,-10.53,Multan,
Umida,17.0,Female,73.7,82.83,Karachi,Accepted
Eldor,23.0,,77.2,,Islamabad,Rejected
Dilovar,23.0,Male,61.3,56.61,Islamabad,
Bobur,20.0,,57.8,88.91,,Rejected
Faisal,22.0,Male,100.0,unknown,Lahore,Accepted
Temur,22.0,Male,100.0,63.83,Islamabad,Accepted
Rukhsana,19.0,Female,102.4,66.32,Multan,REJECTED
Talha,25.0,Male,65.7,84.75,Peshawar,Accepted
Ahmed,21.0,Male,77.8,64.9,Karachi,Accepted
Usman,21.0,Male,79.1,83.32,Islamabad,Accepted
Eldor,21.0,Male,68.0,99.0,Peshawar,Accepted
Eldor,20.0,Male,81.7,95.16,Multan,Accepted
Hassan,19.0,Male,83.5,56.33,Rawalpindi,Accepted
Fareeha,19.0,Female,41.9,94.58,Rawalpindi,Rejected
Ozoda,20.0,Female,95.2,,Multan,Rejected
Nashit,23.0,Female,89.0,45.61,Rawalpindi,Rejected
Mehwish,20.0,Female,100.0,52.94,Peshawar,Accepted
Raza,,Male,72.4,85.56,Lahore,
Hamza,21.0,Male,74.4,74.31,Rawalpindi,Accepted
Samina,22.0,Female,79.8,78.71,Rawalpindi,Accepted
Aliya,23.0,Female,92.0,61.89,Multan,Accepted
Hafsa,18.0,Female,76.0,58.64,Multan,Rejected
Mahnoor,21.0,Female,62.3,75.68,Multan,Rejected
Gulnora,18.0,Female,57.8,53.81,Lahore,Rejected
Saima,18.0,Female,81.7,62.52,Lahore,Rejected
Zamira,21.0,Female,72.9,60.67,Islamabad,Rejected
Nabeel,20.0,Male,52.7,95.58,Lahore,Rejected
Maryam,22.0,Female,85.6,74.92,Lahore,Accepted
Sherzod,20.0,Male,59.6,79.79,Lahore,Rejected
Talha,20.0,Male,80.2,86.81,Multan,Accepted
  Sitora,21.0,Female,83.1,80.46,Islamabad,Accepted
Huma,17.0,Female,85.7,83.96,Rawalpindi,Accepted
Zainab,,Female,84.7,80.05,Peshawar,Accepted
Shafiq,21.0,Male,50.2,72.02,Peshawar,Rejected
Nilufar,23.0,Female,80.6,64.47,,Rejected
Aliya,17.0,Female,58.6,80.43,Lahore,Rejected
Lola,23.0,Female,77.3,93.27,Peshawar,Accepted
Farzana,19.0,Female,70.5,54.68,Karachi,Rejected
Sidra,20.0,Female,89.4,66.66,Rawalpindi,Accepted
Muslimbek,23.0,Male,64.7,81.7,Rawalpindi,Accepted
Ali,20.0,Male,64.7,75.77,,Rejected
Ulugbek,21.8,Male,70.4,89.32,Islamabad,Accepted
Abbos,18.0,Male,84.4,78.68,Multan,Accepted
Malika,22.0,Female,77.3,65.43,Lahore,Rejected
Zubair,20.0,Male,63.6,65.81,Karachi,Rejected
Sarvarbek,20.0,fEmale,62.9,67.48,Quetta,Rejected
Zamira,20.0,Female,68.2,71.24,Multan,Rejected
Raza,22.0,Male,100.0,76.42,Peshawar,
Lola,19.0,Female,90.6,80.77,Peshawar,Accepted
Babar,21.0,Male,71.0,71.31,Peshawar,Rejected
Murtaza,18.0,Male,54.8,44.13,Peshawar,Rejected
Shahid,16.0,Male,86.4,87.07,Rawalpindi,Accepted
Sherzod,18.0,Male,100.0,86.59,Islamabad,Accepted
Zara,0.0,Female,69.3,92.79,Lahore,Rejected
Haris,18.0,Male,109.9,69.11,Lahore,Accepted
Sherzod,16.0,Male,60.1,99.0,Islamabad,Rejected
Huma,19.0,Female,84.4,50.79,Lahore,Accepted
Mahnoor,23.0,Female,62.7,103.7,Karachi,Accepted
Nisha,18.0,,92.1,99.0,Peshawar,Accepted
Shazia,21.0,Female,56.3,71.0,Rawalpindi,Rejected
Ibrohim,19.0,Male,84.7,54.85,Rawalpindi,Rejected
Babar,20.0,Male,73.2,89.51,Lahore,Rejected
Nabeel,15.2,Male,69.2,52.2,Lahore,Rejected
Nabeel,18.0,Male,71.4,,Rawalpindi,Rejected
,16.0,Female,,63.33,Multan,Accepted
Rohail,21.0,Male,88.4,76.7,Multan,Accepted
Laziz,16.0,Male,50.1,91.86,Peshawar,Rejected
Hina,18.0,Female,64.6,99.0,Quetta,Accepted
Sanjar,-3.0,Male,59.6,53.77,Lahore,Rejected
Talha,20.0,Male,58.4,83.89,Lahore,Rejected
Arslan,16.0,Male,83.3,52.23,Rawalpindi,Rejected
Saim,24.0,Male,52.8,74.64,Islamabad,Rejected
Adnan,18.0,Male,100.0,74.12,Karachi,Accepted
Maftuna,22.0,Female,49.9,40.0,Karachi,Rejected
Sara,23.0,Female,94.6,52.78,Quetta,Accepted
Fareeha,21.0,Female,59.7,88.75,Rawalpindi,Accepted
Temur,19.0,Male,88.2,71.29,Karachi,Accepted
Barno,21.0,Female,61.8,68.84,Islamabad,Rejected
Ahmed,22.0,Male,69.7,68.07,Karachi,Rejected
Saima,22.0,,75.3,81.88,Multan,Accepted
Tayyaba,24.0,Female,59.3,76.98,Rawalpindi,Rejected
Usman,19.0,Male,88.6,72.35,Peshawar,Accepted
Tayyaba,,Female,84.0,71.45,Peshawar,Accepted
Kamol,20.0,Male,70.5,91.15,Lahore,Accepted
Aliya,,,93.0,76.64,Rawalpindi,Accepted
Hulkar,17.0,Female,74.1,62.31,Islamabad,Rejected
Maftuna,18.0,Female,68.5,84.76,Lahore,Accepted
Lola  ,23.0,Female,81.6,94.16,Islamabad,Accepted
Sarvarbek,20.0,Mal,90.7,83.72,Lahore,Accepted
Dilovar,55.0,Male,49.9,45.15,Peshawar,Rejected
Muslimbek,18.0,Male,98.8,54.48,,Accepted
Sidra,19.0,Female,65.5,85.15,Peshawar,Accepted
Nasir,17.0,Male,40.0,99.0,Rawalpindi,Rejected
Eldor,18.0,Male,75.7,,Quetta,Accepted
Bobur,21.0,Male,85.2,90.22,Quetta,Accepted
Nabeel,21.0,Male,74.9,59.57,Peshawar,Rejected
Fahad,24.0,Male,75.2,91.76,Quetta,Accepted
Hulkar,22.0,Female,75.6,85.74,Peshawar,Accepted
Iqbol,16.0,Female,70.5,80.12,Islamabad,Accepted
Uzma,23.0,Female,91.2,-15.12,Islamabad,Accepted
Gulnora,19.0,Female,70.1,,Quetta,Rejected
Bilal,19.0,Male,69.3,54.02,Islamabad,Rejected
Zunaira,18.0,Female,55.0,93.33,Quetta,Rejected
Zunaira,23.0,Female,45.4,67.62,Rawalpindi,Rejected
Shazia,19.0,Female,72.5,89.64,Islamabad,Accepted
Shafiq,25.0,Male,88.4,,Rawalpindi,Accepted
Ismail,20.0,Male,76.9,73.99,Quetta,Accepted
Zulfiya,16.0,Female,46.5,83.75,Lahore,Rejected
Murtaza,16.0,Male,60.4,89.58,Islamabad,Rejected
Nodir,22.0,Male,80.0,69.53,Peshawar,Rejected
Dilovar,19.0,Male,78.5,98.59,Peshawar,Accepted
Hina,16.0,Female,57.8,130.47,Islamabad,Accepted
Muhabbat,19.0,M,-26.0,99.0,Quetta,Accepted
Nisha,20.0,Female,42.8,78.59,Islamabad,Rejected
Jasur,17.0,Male,81.4,56.67,Multan,Rejected
Jasur,18.0,Male,67.2,89.4,Karachi,Accepted
Nisha,20.0,Female,72.3,76.31,Rawalpindi,Accepted
Rehan,,,,92.7,Karachi,Accepted
Behruz,22.0,Male,82.5,52.0,Quetta,Rejected
Nisha,19.0,Female,43.0,57.23,Peshawar,Rejected
Nodir,20.0,Male,73.1,72.83,Rawalpindi,Rejected
Fahad,19.0,Male,80.5,54.87,Peshawar,Rejected
Behruz,18.0,Male,58.8,75.77,Lahore,Rejected
Adnan,21.0,Male,85.1,79.87,Peshawar,Accepted
Sajid,22.0,,69.3,77.51,Lahore,Accepted
Hafsa,18.0,Female,87.9,79.54,Islamabad,Accepted
Muhabbat,22.0,Female,72.4,87.48,Rawalpindi,Accepted
Imran,18.0,Male,100.0,57.96,Islamabad,Accepted
Mehwish,22.0,Female,81.2,99.0,Multan,Accepted
Usman,24.0,,,78.01,Peshawar,Accepted
Sadia,16.0,Female,74.5,90.51,Peshawar,Accepted
Saima,18.0,Female,83.7,65.38,Multan,Accepted
Dilnoza,23.0,mAle,100.0,75.99,Lahore,Accepted
Ali,21.0,Male,60.0,,,Rejected
Shafiq,21.0,Male,55.7,70.83,Multan,Rejected
Doniyor,22.0,Male,59.9,99.0,Peshawar,Rejected
Nashit,24.0,Female,78.4,63.29,,Rejected
Omer,20.0,Male,55.1,99.0,Lahore,Rejected
Iqbol,20.0,Female,44.9,63.75,Rawalpindi,Rejected
Hamza,,Male,40.5,91.15,Karachi,Rejected
Eldor,22.0,Male,50.5,57.83,Karachi,Rejected
Sara,23.0,Female,90.8,63.27,Peshawar,Accepted
Nilufar,19.0,Female,92.2,82.81,Quetta,Accepted
Nabeel,22.0,Male,100.0,81.2,Rawalpindi,Accepted
Furqan,18.0,Male,192.0,99.0,Karachi,
Rabia,21.0,Female,89.7,81.77,Lahore,Accepted
Mavluda,20.0,Female,67.1,99.0,Peshawar,Accepted
Salman,17.0,Male,88.4,116.55,Quetta,Rejected
Saqib,22.0,Male,67.5,90.87,Karachi,Accepted
Nilufar,23.0,fEmale,63.9,95.12,Peshawar,Accepted
Lola,22.0,Female,69.4,83.22,Lahore,Rejected
Nimra,17.0,Female,55.5,61.81,Rawalpindi,Rejected
Adnan,22.0,Male,66.7,78.61,,Accepted
Doniyor,19.0,Male,77.3,93.49,Peshawar,Accepted
Omer,21.0,Male,62.2,85.35,Quetta,Rejected
Nilufar,21.0,Female,67.1,77.67,Quetta,Rejected
Nilufar,,Female,n/a,70.46,Peshawar,Accepted
Noor,22.0,Female,90.1,73.89,Multan,Accepted
Asad,22.0,Male,-46.0,54.89,Karachi,Rejected
Nadia,17.0,Female,99.5,42.22,Rawalpindi,Accepted
Mohira,17.1,Female,60.6,49.78,Multan,Rejected
Umida,21.0,Female,90.5,64.97,Multan,Accepted
Nasir,24.0,Male,90.0,74.19,,Accepted
Sumera,25.0,Female,100.0,74.99,Islamabad,Accepted
Uzma,25.0,Female,97.2,99.0,Karachi,Accepted
Nilufar,17.0,Female,92.5,56.94,Islamabad,Accepted
Hamza,24.0,Male,45.8,63.29,Lahore,Rejected
Saim,22.0,Male,100.0,61.14,Multan,Accepted
Nadia,17.0,Female,83.3,94.13,Rawalpindi,Accepted
Sarvarbek,,Male,80.0,67.13,Rawalpindi,Accepted
Sarvinoz,16.0,Female,68.3,85.79,Lahore,Accepted
Murtaza,20.0,Male,84.1,96.5,Lahore,Accepted
Nasiba,22.0,,64.4,68.78,Peshawar,Rejected
Hafsa,21.0,Female,66.0,85.77,Quetta,Accepted
Irfan,21.0,Male,53.0,86.75,Lahore,Rejected
Zara,19.0,Female,76.9,63.14,Multan,Accepted
Shehroz,19.0,Male,54.6,79.57,Islamabad,Rejected
Arslan,22.0,Male,75.4,79.47,Rawalpindi,Rejected
Sana,20.0,Female,72.7,77.56,Multan,Rejected
Kiran,19.0,Female,56.3,74.7,Lahore,Rejected
Behruz,19.5,Male,68.4,67.96,Peshawar,Rejected
Muzammil,16.3,Male,60.8,-12.51,Islamabad,Accepted
Dilovar,21.0,Male,84.3,62.3,Quetta,Rejected
Moiz,16.0,Male,57.7,76.79,Karachi,Rejected
Sitora,17.0,Female,63.9,99.0,Quetta,Accepted
Mahnoor,,Female,100.0,51.64,Peshawar,Accepted
Muslimbek,20.0,Male,75.4,74.15,Multan,Rejected
Zamira,21.0,Female,97.3,82.6,Peshawar,Accepted
Behruz,16.0,Male,82.0,76.32,Rawalpindi,Accepted
Shafiq,17.0,Male,78.1,99.0,Lahore,Accepted
Noor,20.0,Female,68.0,99.0,Quetta,Accepted
Tahir,20.0,Male,82.9,90.55,Quetta,Accepted
Malika,18.0,Female,99.9,80.79,Rawalpindi,Accepted
Kashif,19.0,Male,94.8,96.2,Multan,Accepted
Mohira,16.0,Female,66.7,78.03,Quetta,Rejected
Iqbol,18.0,Female,93.4,69.42,Peshawar,Accepted
Muhabbat,,Female,76.3,84.92,Peshawar,Accepted
Samina,19.0,female,66.6,87.96,Islmabad,Rejected
Sherzod,19.0,,74.1,45.18,Rawalpindi,Rejected
Farrukh,22.0,Male,65.1,61.89,Lahore,Rejected
Rabia,17.0,Female,63.6,72.05,Islamabad,Rejected
Shahid,17.0,Male,78.5,69.14,Karachi,Rejected
Fareeha,21.0,Female,,99.0,Lahore,Accepted
Maftuna,23.0,Female,51.3,54.17,Peshawar,Rejected
Naeem,19.0,Male,,86.89,Multan,Accepted
Furqan,19.0,Male,68.3,40.0,Islamabad,Rejected
Faisal,20.0,Male,100.0,48.65,Lahore,Accepted
Haris,20.0,Male,126.0,81.59,Lahore,
Saqib,18.0,Male,81.5,61.78,Lahore,Rejected
Muslimbek,21.0,Male,62.0,70.62,Rawalpindi,Rejected
Taimur,21.0,Male,72.5,57.33,Karachi,
Jasur,22.0,Male,77.7,57.19,Islamabad,Rejected
Humaira,18.9,Female,57.8,88.06,Quetta,Rejected
Ahmed,,Male,60.7,83.98,Quetta,Rejected
Sitora,20.0,Female,76.6,72.36,Islamabad,Accepted
Fareeha,18.0,Female,53.0,,Peshawar,Rejected
Hafsa,19.0,Female,83.7,61.02,Islamabad,Rejected
Tayyaba,21.0,Female,106.5,90.99,Peshawar,Accepted
Farzana,19.0,Female,83.8,46.77,Quetta,Rejected
Shamsiddin,20.0,Male,81.3,80.97,Peshawar,Accepted
Eldor,16.0,Male,85.0,64.0,Rawalpindi,Accepted
Zaid,16.0,Male,90.7,103.55,Rawalpindi,Accepted
Sitora,21.0,Female,99.6,75.05,Karachi,Accepted
Amjad,21.0,Male,82.4,95.14,Karachi,Accepted
Maryam,21.0,Female,73.8,,Lahore,Rejected
Shahnoza,22.0,Female,62.4,51.71,Karachi,Rejected
Fatima,21.0,Female,,-18.66,Islamabad,Accepted
Sumera,20.0,Female,40.4,99.0,Karachi,Rejected
Kiran,23.0,Female,81.4,63.89,Islamabad,Accepted
Zara,17.0,Female,92.7,64.59,Peshawar,Accepted
Mahnoor,18.0,Female,88.4,84.18,Islamabad,Accepted
Sitora,18.0,Female,52.8,90.36,Quetta,Rejected
Nilufar,19.0,Female,77.3,83.78,Multan,Accepted
Tahir,21.4,Male,81.9,99.0,Rawalpindi,Accepted
Dilnoza,22.0,Female,98.8,77.62,Karachi,Accepted
Muazzam,21.0,Female,100.0,55.76,Multan,Accepted
Muhabbat,18.0,Female,86.7,82.85,Peshawar,Accepted
Junaid,20.0,Male,-24.0,70.08,Quetta,Accepted
Zaid,17.0,Male,77.8,81.3,Multan,Accepted
Usman,19.0,,83.2,64.55,Multan,Accepted
Yasir,22.0,Male,83.9,44.52,Peshawar,Rejected
Farzana,19.0,Female,90.7,77.94,Karachi,Accepted
Barno,16.0,Female,52.5,65.45,Quetta,Rejected
Saima,24.0,Female,74.3,74.83,Rawalpindi,Accepted
Uzma,18.0,Female,59.0,84.41,Quetta,Rejected
Irfan,16.0,Male,100.0,84.29,Multan,
Otabek,21.0,Male,103.8,69.61,Quetta,Accepted
Zainab,20.0,Female,71.6,54.66,Peshawar,Rejected
Doniyor,,Male,60.8,86.64,Multan,Accepted
Asad,18.0,FEMALE,98.9,77.67,Peshawar,Accepted
Aisha,20.0,Female,59.1,49.2,Lahore,Rejected
Fahad,18.0,Male,n/a,63.65,Quetta,Rejected
Babar,18.0,Male,100.0,68.52,Islamabad,Accepted
Kashif,17.0,Male,89.7,89.18,Karachi,Accepted
Lochinbek,0.0,Male,81.0,74.04,Karachi,Accepted
Zulfiya,20.0,Female,69.8,77.51,Quetta,Rejected
Maftuna,19.0,Female,58.9,66.15,Islamabad,Rejected
Hamza,23.0,Male,55.4,79.83,Islamabad,Rejected
Waleed,19.0,Male,90.1,45.76,Islamabad,Rejected
Adnan,17.0,Male,47.4,78.36,Karachi,Rejected
Faisal,20.0,Male,80.0,67.98,Karachi,Accepted
Farrukh,22.0,Male,95.1,88.06,Quetta,Accepted
Sidra,18.0,Female,77.5,74.66,Peshawar,Accepted
Shehroz,22.0,Male,59.9,96.36,Multan,Rejected
Nodir,22.0,Male,,67.8,Islamabad,Accepted
Lochinbek,19.0,Male,42.2,86.59,Islamabad,Rejected
Ahmed,26.0,Male,77.4,75.37,Multan,Accepted
Otabek,22.0,Male,75.9,86.21,Islamabad,Accepted
Tahir,21.0,Male,74.7,67.25,Karachi,Rejected
Nodir,23.0,Male,85.1,96.35,Peshawar,Accepted
Doniyor,22.0,Male,100.0,82.49,Islamabad,Accepted
Barno,18.0,Female,90.1,69.12,Islamabad,Accepted
Haris,18.0,Male,58.0,74.23,Rawalpindi,Rejected
Ulugbek,20.0,Male,94.7,65.77,Multan,Accepted
Usman,22.0,Male,62.1,73.8,Karachi,Rejected
Amir,20.4,Male,72.8,48.3,Quetta,accept
Zara,22.0,,72.4,79.65,Multan,Accepted
Otabek,17.0,Male,100.0,59.9,Lahore,Accepted
Salman,22.0,Male,47.4,99.0,Multan,Rejected
Abbos  ,16.0,Male,92.9,84.97,Multan,Accepted
Amna,17.0,Female,51.1,58.0,Lahore,Rejected
Saim,19.0,Male,91.5,99.0,Lahore,Accepted
Zulfiya,18.0,Female,80.2,64.16,Karachi,Rejected
Javed,19.0,Male,100.0,99.0,Lahore,
Kashif,20.0,Male,98.5,69.71,Rawalpindi,Accepted
Uzma,22.0,Female,70.6,68.51,Quetta,Rejected
,23.0,Male,65.8,48.91,Multan,Rejected
Muhabbat,20.0,Female,71.6,74.44,Islamabad,Rejected
Javed,19.0,Male,69.0,77.45,Rawalpindi,Rejected
Iqbol,22.0,Female,76.6,78.86,Peshawar,Accepted
Nimra,21.0,Female,74.3,45.92,Rawalpindi,Rejected
Abbos,24.0,Male,77.2,42.37,Quetta,Rejected
,21.0,,88.0,82.37,Multan,Accepted
Umida,21.0,Female,46.8,49.63,Rawalpindi,Rejected
Mohira,20.0,Female,64.0,69.81,Karachi,Rejected
Nargiza,21.0,Female,104.9,,Rawalpindi,Accepted
Waleed,24.0,Male,86.5,79.67,Islamabad,Accepted
Junaid,21.0,Male,94.9,95.21,Lahore,Accepted
Mehwish,24.0,Female,88.1,64.8,KARACHI,Accepted
Nashit,22.0,Female,81.0,,Peshawar,Accepted
Rida,16.0,Female,81.9,87.32,Rawalpindi,Accepted
Muazzam,19.0,Female,99.4,84.95,Rawalpindi,Accepted
Fatima,19.0,Female,69.9,78.23,Peshawar,Rejected
Amjad,22.0,Male,76.2,59.26,Lahore,Rejected
Bekzod,19.0,Male,82.0,55.62,Islamabad,Rejected
Iqbol,21.0,Female,100.0,89.25,Rawalpindi,Accepted
Zamira,18.0,Female,74.1,60.43,Karachi,Rejected
Rida,24.0,Female,74.1,82.27,Peshawar,Accepted
Temur,,Male,68.1,95.46,Quetta,Accepted
Zunaira,19.0,Female,64.3,87.51,Multan,Rejected
Nisha,18.0,Female,95.9,99.0,Multan,Accepted
Ayesha,19.0,Female,53.2,87.96,Quetta,Rejected
Hulkar,20.0,Female,83.7,87.13,Peshawar,Accepted
Ayesha,18.0,Female,76.8,99.0,Quetta,Accepted
Kamola,20.0,Female,80.8,89.32,Multan,Accepted
Nashit,23.0,Female,99.5,63.13,Peshawar,Accepted
Maryam,21.0,Female,87.0,67.1,Multan,Accepted
Iqra,21.0,Female,95.0,58.26,Rawalpindi,Accepted
Ayesha,17.0,Female,84.5,90.15,Islamabad,Accepted
Nisha,23.0,Female,91.9,52.16,Islamabad,Accepted
Nadia,21.0,Female,62.9,77.49,Quetta,Rejected
Zaid,55.0,Male,66.2,51.08,Lahore,Rejected
Fareeha,22.0,Female,94.1,41.86,Karachi,Rejected
Barno,20.0,Female,79.5,99.0,Islamabad,Accepted
,19.0,Male,72.4,69.21,Lahore,Rejected
Shahnoza  ,18.0,Female,72.2,61.27,Lahore,Rejected
Javed,22.0,Male,64.6,85.1,Lahore,Rejected
Uzma,20.0,Female,77.5,75.41,Multan,Rejected
Danyal,17.8,Male,50.5,58.49,Peshawar,Rejected
Mohira,21.0,Female,87.4,59.01,Peshawar,Accepted
Bushra,16.0,Female,84.5,57.22,Multan,Rejected
Hamza,17.0,Male,75.9,47.26,Lahore,Rejected
Hulkar,19.0,Female,100.0,90.41,Peshawar,Accepted
Eldor,20.0,Male,N/A,73.39,Rawalpindi,Accepted
,20.8,Male,63.4,56.1,,Rejected
Sobia,23.0,Female,85.6,96.34,Islamabad,Accepted
Taimur,21.0,Male,93.6,52.6,Lahore,Accepted
Mansur,17.6,Male,91.5,68.02,Islamabad,Accepted
Maryam,20.0,Female,79.7,99.0,Peshawar,Accepted
Humaira,24.0,Female,82.5,65.47,Islamabad,Accepted
Aliya,17.0,,61.8,77.14,Multan,Rejected
Dilorom,24.0,Female,55.0,78.68,Rawalpindi,Rejected
,21.0,Female,74.0,65.88,Islamabad,Rejected
Farzana,21.0,Female,72.3,99.0,Karachi,Accepted
,16.0,Female,64.0,73.46,Islamabad,Rejected
Salman,20.0,Male,66.4,61.69,Multan,Rejected
Kamran,99.0,Male,99.2,90.64,Multan,Accepted
Irfan,22.0,Male,69.7,na,QUETTA,Rejected
Hafsa,23.0,Female,100.0,47.6,Quetta,Accepted
Muazzam,21.0,Female,74.0,78.47,Multan,Accepted
Behruz,21.0,Male,76.8,99.0,Multan,Accepted
Rukhsana,18.5,Female,75.5,99.0,Islamabad,Accepted
Ahmed,19.0,Male,57.1,85.87,Karachi,Rejected
Hamza,19.0,Male,110.8,86.24,Peshawar,Accepted
