"Name","Age","Gender","Admission Test Score","High School Percentage","City","Admission Status"
"Nabeel","19.00","Male","81.60","83.11","Quetta","Accepted"
"Ayesha","22.00","Female","53.00","67.39","Lahore","Rejected"
"Mahnoor","21.00","Female","76.90","94.50","Islamabad","Accepted"
"","21.00","Female","91.40","71.37","Lahore","Accepted"
"Farzana","16.00","Female","88.00","89.85","Multan","Accepted"
"Bilal","22.00","Male","100.00","53.19","Lahore","Accepted"
"Kamola","16.00","Female","71.80","61.20","Peshawar","Rejected"
"Doniyor","20.00","Male","45.50","67.93","Lahore","Rejected"
"Ozoda","22.00","Female","67.10","79.17","Rawalpindi","Rejected"
"Shehroz","19.00","Male","71.20","64.52","Rawalpindi","Rejected"
"Shazia","20.00","Female","78.10","46.09","Rawalpindi","Rejected"
"Amir","20.00","Male","82.50","65.75","Rawalpindi","Rejected"
"Haris","19.00","Male","85.90","56.84","Rawalpindi","Accepted"
"Omer","22.00","Male","72.60","78.44","Quetta","Accepted"
"Bekzod","23.00","Male","78.60","83.04","Multan","Accepted"
"Saqib","17.00","Male","62.50","","Islamabad","Rejected"
"Shahnoza","19.00","Female","","60.84","Lahore","Rejected"
"Ismail","18.90","Male","70.20","99.00","Multan","Accepted"
"Bobur","17.00","Male","75.60","48.00","Quetta","Rejected"
"Nodir","19.00","Male","66.30","-9.88","Peshawar","Rejected"
"Muhabbat","20.00","Female","70.90","64.79","Karachi","Rejected"
"Zunaira","22.00","Female","100.00","58.47","Rawalpindi","Accepted"
"Bobur","23.00","Male","100.00","40.00","","Accepted"
"Faisal","18.00","Male","87.20","75.85","Rawalpindi","Accepted"
"Tariq","18.00","Male","77.70","82.95","Quetta","Accepted"
"Yasir","23.00","Male","80.90","76.24","","Accepted"
"Temur","19.00","Male","76.40","40.00","Peshawar","Rejected"
"","19.00","Female","71.20","127.48","Islamabad","Rejected"
"Javlon","19.00","Male","54.80","68.78","Quetta","Rejected"
"Shafiq","19.00","Male","-37.00","65.66","Rawalpindi","Rejected"
"Waqar","19.00","Male","95.00","62.32","Lahore","Accepted"
"Tahir","21.00","Male","93.10","91.12","Rawalpindi","Accepted"
"Noor","19.00","Female","60.30","78.79","Multan","Rejected"
"Nadia","18.00","Female","74.00","56.40","Islamabad","Rejected"
"Humaira","","mAle","100.00","87.98","Karachi","ACCEPTED"
"Iqbol","27.00","Female","88.00","","","Accepted"
"Saima","22.00","Female","53.80","91.75","Lahore","Rejected"
"Javed","16.00","Male","67.30","49.72","Quetta","Rejected"
"Feruza","21.00","Female","87.60","87.49","Rawalpindi",""
"Zamira","20.00","Female","66.10","69.52","Quetta","Rejected"
"Hina","19.00","Female","72.10","95.94","Rawalpindi","Accepted"
"Malika","23.00","Female","68.50","85.57","Peshawar","Accepted"
"Aliya","21.90","Female","84.20","74.87","Rawalpindi","reject"
"Yulduz","20.00","Female","62.80","69.89","Rawalpindi","Rejected"
"Ulugbek","20.00","Male","-25.00","62.06","Rawalpindi","Rejected"
"Muzammil","21.00","Male","84.20","70.02","Multan","Accepted"
"Gulnora","17.00","Female","100.00","94.89","Islamabad","Accepted"
"Mavluda","","Female","100.00","89.85","Rawalpindi","Accepted"
"Hulkar","19.00","Female","100.00","66.12","Karachi","Accepted"
"Yulduz","19.00","Female","93.70","94.20","Lahore","Accepted"
"Eldor","19.00","Male","80.50","83.82","Rawalpindi","Accepted"
"Yulduz","18.00","Female","73.50","76.71","Lahore","Accepted"
"Nadia","20.00","Female","76.40","132.73","Lahore","Rejected"
"Huma","","Female","88.90","95.05","Lahore","Accepted"
"Muniba","20.00","Female","91.40","61.23","Quetta","Accepted"
"Barno","17.00","Female","58.20","","Karachi","Rejected"
"Arslan","21.00","Male","69.60","83.36","Rawalpindi","Rejected"
"Lola","18.00","Female","76.00","69.01","Quetta","Rejected"
"Behruz","17.00","fEmale","72.20","59.97","Multan","Rejected"
"Ayesha","22.00","Female","64.10","75.39","Multan","Rejected"
"Laziz","20.00","Male","92.50","99.00","Multan","Accepted"
"Rabia","21.00","Female","64.20","99.00","Karachi","Accepted"
"Nashit","21.00","Female","70.10","88.34","Multan","Rejected"
"Nilufar","19.00","Female","72.20","79.16","Quetta","Rejected"
"Asad","20.00","Male","86.00","137.40","Islamabad","Accepted"
"Imran","21.00","Male","54.30","59.99","Multan","Rejected"
"Nasiba","21.00","Female","79.70","85.40","Karachi","Accepted"
"Mansur","20.00","Male","88.80","49.47","Quetta","Rejected"
"Tahir","20.00","Male","66.80","83.98","Islamabad","Rejected"
"Sumera","17.00","Female","90.50","45.89","Islamabad","Accepted"
"Hamza","19.00","Male","90.40","80.89","Peshawar","Accepted"
"Tahir","20.00","Male","77.90","99.00","Lahore","Accepted"
"Hassan","20.00","Male","82.60","84.60","Rawalpindi","Accepted"
"Haris","20.00","Male","","66.09","Rawalpindi","Accepted"
"Barno","23.00","Female","81.10","71.55","Multan","Accepted"
"Bekzod","20.00","Male","82.30","46.78","Quetta","Rejected"
"Sidra","19.00","Female","65.60","97.81","Quetta","Accepted"
"Mahnoor","19.00","Female","85.30","87.44","Islamabad","Accepted"
"Dilnoza","21.00","Female","100.00","63.25","Islamabad","Accepted"
"Bekzod","19.00","Male","","70.71","Peshawar","Accepted"
"Hassan","25.00","Male","100.00","69.92","Lahore","Accepted"
"Sarvarbek","21.00","Male","81.80","77.96","Multan","Accepted"
"Zaid","","Male","75.10","68.21","Lahore",""
"Fareeha","22.00","Female","88.30","87.47","Lahore","Accepted"
"Waleed","18.00","Male","31.80","85.06","Peshawar","Rejected"
"Shamsiddin","18.00","Male","65.50","50.32","Islamabad","Rejected"
"Maftuna","16.00","Female","59.70","69.81","Islamabad","Rejected"
"Haris","20.00","Male","82.70","84.05","Islamabad","Rejected"
"Iqra","22.00","Female","86.50","-16.06","Peshawar","Accepted"
"Bushra","19.00","Female","189.00","102.87","Quetta","Rejected"
"Sara","21.00","Female","80.10","91.66","Multan","Accepted"
"Rohail","21.00","Male","82.70","67.41","Islamabad","Accepted"
"Kamol","20.00","Male","91.40","","Karachi","Accepted"
"Javed","22.00","Male","64.60","85.10","Lahore","Rejected"
"Nasir","22.00","","85.90","89.55","Karachi","Accepted"
"Humaira","19.00","Female","72.10","86.32","Peshawar","Accepted"
"Malika","16.00","Female","","52.57","Lahore","Rejected"
"Rabia","22.00","Female","90.80","64.18","Islamabad","Accepted"
"Ozoda","23.00","Female","98.80","84.50","Islamabad","rejected"
"Bekzod","21.00","Male","85.50","54.80","Rawalpindi","Accepted"
"Talha","21.00","Male","93.70","52.68","Lahore","Accepted"
"Malika","","Female","64.00","73.18","Karachi","Rejected"
"Sara","18.00","Female","83.30","87.62","Karachi","Accepted"
"Nisha","21.00","Female","80.90","90.53","Multan","Accepted"
"Iqbol","22.00","Female","77.70","87.02","Multan","Accepted"
"Nabeel","21.00","Male","86.70","77.59","Karachi","Accepted"
"Irfan","21.00","Male","50.60","48.85","","Rejected"
"Shazia","25.00","Female","80.60","52.59","Peshawar","Accepted"
"Ozoda","22.00","Female","58.40","91.42","Quetta",""
"Noor","19.00","Female","67.10","59.07","Quetta","Rejected"
"Saqib","17.00","Male","77.80","91.93","Quetta","Accepted"
"Taimur","19.00","Male","67.70","82.14","Islamabad","Rejected"
"Sobia","19.00","Female","100.00","81.29","Quetta","Accepted"
"Bobur","25.00","Male","96.20","85.38","Lahore","Accepted"
"Mohira","19.00","Female","","93.11","Karachi","Rejected"
"Zamira","19.00","Female","72.20","61.76","Lahore","Rejected"
"Ibrohim","20.00","Male","100.00","","Islamabad","Accepted"
"Mavluda","17.00","","79.10","74.11","Rawalpindi","Accepted"
"Rida","19.00","Female","109.60","87.26","Rawalpindi","Accepted"
"Nisha","20.00","Female","74.40","56.62","Multan","Rejected"
"Zunaira","19.00","Female","70.70","81.80","Karachi","Accepted"
"Furqan","22.00","Male","84.40","93.40","Peshawar","Accepted"
"Nodir","23.00","Male","77.80","76.60","","Accepted"
"Fareeha","17.00","Female","81.90","55.68","Peshawar","Rejected"
"Rehan","18.00","Male","62.60","48.69","Quetta","Rejected"
"Rukhsana","17.00","Female","75.40","64.20","Karachi","Rejected"
"Naeem","26.00","Male","94.30","99.00","Islamabad","Accepted"
"Asad","18.00","Male","74.60","44.01","Lahore","Rejected"
"Amjad","21.00","","76.30","87.53","Peshawar","Accepted"
"Mehwish","17.00","Female","51.90","99.00","Quetta","Accepted"
"Lochinbek","22.00","Male","64.70","99.00","Peshawar","Accepted"
"Sidra","19.00","Female","43.20","82.92","Quetta","Rejected"
"Shahid","","Male","74.70","84.19","Islamabad","Rejected"
"Ulugbek","22.00","Male","44.70","83.32","Peshawar","Rejected"
"Rida","19.00","Female","95.90","85.29","Multan","Accepted"
"Samina","20.00","Female","65.60","96.54","Quetta","Accepted"
"Tariq","19.00","Male","87.40","93.44","Lahore","Accepted"
"Raza","16.00","Male","81.70","83.15","Islamabad","Accepted"
"Iqra","21.00","Female","70.00","78.30","Karachi","Accepted"
"Murtaza","22.00","Male","90.80","48.33","Rawalpindi","Accepted"
"Bushra","24.00","Female","100.00","97.79","Lahore","Accepted"
"Asad","21.00","Male","","61.78","Multan","Rejected"
"Zaid","19.00","Male","72.90","87.24","Karachi","Accepted"
"Barno","20.00","Female","80.70","76.86","Rawalpindi","Accepted"
"BUSHRA","23.00","Female","109.00","40.00","Karachi","Rejected"
"Mehwish","22.00","Female","94.00","71.14","Islamabad","Accepted"
"Rukhsana","-3.00","Female","91.40","99.00","Rawalpindi","Accepted"
"Yasir","16.00","Male","65.90","76.94","Lahore","Rejected"
"Arslan","18.00","Male","79.90","73.03","Rawalpindi","Rejected"
"Nilufar","19.00","Female","99.40","64.58","Karachi","Accepted"
"Zubair","24.00","Male","67.40","75.61","Lahore","Rejected"
"Samina","0.00","Female","95.10","41.09","Rawalpindi","Rejected"
"Maftuna","","Female","72.90","90.29","Karachi","Accepted"
"Hamza","25.00","Male","53.30","94.22","Lahore","Rejected"
"Zara","","Female","70.60","82.64","Peshawar","Rejected"
"Lochinbek","","Male","70.20","81.30","Islamabad","Accepted"
"Aisha","18.00","Female","83.80","97.01","Rawalpindi","Accepted"
"Temur","19.00","Male","80.20","71.78","Islamabad","Rejected"
"Muniba","20.00","Female","73.30","99.00","Multan","Accepted"
"Nasiba","21.00","Female","80.80","80.76","Peshawar","Accepted"
"Dilovar","20.00","Male","86.40","66.17","Peshawar","Accepted"
"Uzma","22.00","Female","78.20","99.00","Islamabad","Accepted"
"Mehwish","20.00","Female","59.40","74.60","Rawalpindi","Rejected"
"Shafiq","21.00","Male","","81.50","Lahore","Accepted"
"Rukhsana","18.00","Female","65.60","62.39","Islamabad","Rejected"
"Dilnoza","16.00","Female","67.60","74.17","Peshawar","Rejected"
"Amna","19.00","Female","63.30","49.37","Peshawar","Rejected"
"Saqib","21.00","Male","77.50","78.06","Karachi","Accepted"
"Sumera","18.00","Female","93.50","80.33","Karachi","Accepted"
"Bilal","20.00","Male","64.90","63.94","Karachi","Rejected"
"Kashif","21.00","Male","87.20","91.60","Lahore","Accepted"
"Kamola","19.00","Female","80.70","81.74","Rawalpindi","Accepted"
"Samina","17.00","Female","68.30","56.34","Lahore","Rejected"
"Tahir","19.00","Male","81.90","122.07","Multan","Accepted"
"Mohira","18.00","Female","85.50","67.57","Rawalpindi","Accepted"
"Aliya","24.00","Female","62.40","78.81","Quetta","Rejected"
"Shehroz","21.00","Male","89.60","64.23","Peshawar","Accepted"
"Farzana","20.00","Female","64.60","118.59","Islamabad","Rejected"
"Javlon","19.00","Male","75.00","77.78","Islamabad","Accepted"
"Babar","22.00","Male","88.00","79.66","Karachi","Accepted"
"Yulduz","22.00","Female","171.00","82.09","Lahore","Accepted"
"Hafsa","18.00","Female","67.00","80.38","Rawalpindi","Rejected"
"Doniyor","21.00","Male","66.90","99.00","Peshawar","Accepted"
"Zara","22.00","Female","80.60","81.02","Quetta","Accepted"
"Aisha","18.00","Female","88.30","97.30","Islamabad","Accepted"
"Iqra","18.00","Female","57.40","79.18","Peshawar","Rejected"
"Iqra","18.00","Female","74.30","71.40","Lahore","Rejected"
"Dilovar","20.00","Male","96.50","66.63","Karachi","Accepted"
"Ulugbek","19.00","Male","51.40","71.61","Lahore","Rejected"
"Nilufar","17.00","Female","","99.00","Islamabad","Accepted"
"Malika","21.00","Female","60.20","62.79","Islamabad","Rejected"
"Aisha","18.00","","94.30","-10.53","Multan",""
"Umida","17.00","Female","73.70","82.83","Karachi","Accepted"
"Eldor","23.00","","77.20","","Islamabad","Rejected"
"Dilovar","23.00","Male","61.30","56.61","Islamabad",""
"Bobur","20.00","","57.80","88.91","","Rejected"
"Faisal","22.00","Male","100.00","","Lahore","Accepted"
"Temur","22.00","Male","100.00","63.83","Islamabad","Accepted"
"Rukhsana","19.00","Female","102.40","66.32","Multan","REJECTED"
"Talha","25.00","Male","65.70","84.75","Peshawar","Accepted"
"Ahmed","21.00","Male","77.80","64.90","Karachi","Accepted"
"Usman","21.00","Male","79.10","83.32","Islamabad","Accepted"
"Eldor","21.00","Male","68.00","99.00","Peshawar","Accepted"
"Eldor","20.00","Male","81.70","95.16","Multan","Accepted"
"Hassan","19.00","Male","83.50","56.33","Rawalpindi","Accepted"
"Fareeha","19.00","Female","41.90","94.58","Rawalpindi","Rejected"
"Ozoda","20.00","Female","95.20","4.00","Multan","Rejected"
"Nashit","23.00","Female","89.00","45.61","Rawalpindi","Rejected"
"Mehwish","20.00","Female","100.00","52.94","Peshawar","Accepted"
"Raza","","Male","72.40","85.56","Lahore",""
"Hamza","21.00","Male","74.40","74.31","Rawalpindi","Accepted"
"Samina","22.00","Female","79.80","78.71","Rawalpindi","Accepted"
"Aliya","23.00","Female","92.00","61.89","Multan","Accepted"
"Hafsa","18.00","Female","76.00","58.64","Multan","Rejected"
"Mahnoor","21.00","Female","62.30","75.68","Multan","Rejected"
"Gulnora","18.00","Female","57.80","53.81","Lahore","Rejected"
"Saima","18.00","Female","81.70","62.52","Lahore","Rejected"
"Zamira","21.00","Female","72.90","60.67","Islamabad","Rejected"
"Nabeel","20.00","Male","52.70","95.58","Lahore","Rejected"
"Maryam","22.00","Female","85.60","74.92","Lahore","Accepted"
"Sherzod","20.00","Male","59.60","79.79","Lahore","Rejected"
"Talha","20.00","Male","80.20","86.81","Multan","Accepted"
"  Sitora","21.00","Female","83.10","80.46","Islamabad","Accepted"
"Huma","17.00","Female","85.70","83.96","Rawalpindi","Accepted"
"Zainab","","Female","84.70","80.05","Peshawar","Accepted"
"Shafiq","21.00","Male","50.20","72.02","Peshawar","Rejected"
"Nilufar","23.00","Female","80.60","64.47","","Rejected"
"Aliya","17.00","Female","58.60","80.43","Lahore","Rejected"
"Lola","23.00","Female","77.30","93.27","Peshawar","Accepted"
"Farzana","19.00","Female","70.50","54.68","Karachi","Rejected"
"Sidra","20.00","Female","89.40","66.66","Rawalpindi","Accepted"
"Muslimbek","23.00","Male","64.70","81.70","Rawalpindi","Accepted"
"Ali","20.00","Male","64.70","75.77","","Rejected"
"Ulugbek","21.80","Male","70.40","89.32","Islamabad","Accepted"
"Abbos","18.00","Male","84.40","78.68","Multan","Accepted"
"Malika","22.00","Female","77.30","65.43","Lahore","Rejected"
"Zubair","20.00","Male","63.60","65.81","Karachi","Rejected"
"Sarvarbek","20.00","fEmale","62.90","67.48","Quetta","Rejected"
"Zamira","20.00","Female","68.20","71.24","Multan","Rejected"
"Raza","22.00","Male","100.00","76.42","Peshawar",""
"Lola","19.00","Female","90.60","80.77","Peshawar","Accepted"
"Babar","21.00","Male","71.00","71.31","Peshawar","Rejected"
"Murtaza","18.00","Male","54.80","44.13","Peshawar","Rejected"
"Shahid","16.00","Male","86.40","87.07","Rawalpindi","Accepted"
"Sherzod","18.00","Male","100.00","86.59","Islamabad","Accepted"
"Zara","0.00","Female","69.30","92.79","Lahore","Rejected"
"Haris","18.00","Male","109.90","69.11","Lahore","Accepted"
"Sherzod","16.00","Male","60.10","99.00","Islamabad","Rejected"
"Huma","19.00","Female","84.40","50.79","Lahore","Accepted"
"Mahnoor","23.00","Female","62.70","103.70","Karachi","Accepted"
"Nisha","18.00","","92.10","99.00","Peshawar","Accepted"
"Shazia","21.00","Female","56.30","71.00","Rawalpindi","Rejected"
"Ibrohim","19.00","Male","84.70","54.85","Rawalpindi","Rejected"
"Babar","20.00","Male","73.20","89.51","Lahore","Rejected"
"Nabeel","15.20","Male","69.20","52.20","Lahore","Rejected"
"Nabeel","18.00","Male","71.40","","Rawalpindi","Rejected"
"","16.00","Female","","63.33","Multan","Accepted"
"Rohail","21.00","Male","88.40","76.70","Multan","Accepted"
"Laziz","16.00","Male","50.10","91.86","Peshawar","Rejected"
"Hina","18.00","Female","64.60","99.00","Quetta","Accepted"
"Sanjar","-3.00","Male","59.60","53.77","Lahore","Rejected"
"Talha","20.00","Male","58.40","83.89","Lahore","Rejected"
"Arslan","16.00","Male","83.30","52.23","Rawalpindi","Rejected"
"Saim","24.00","Male","52.80","74.64","Islamabad","Rejected"
"Adnan","18.00","Male","100.00","74.12","Karachi","Accepted"
"Maftuna","22.00","Female","49.90","40.00","Karachi","Rejected"
"Sara","23.00","Female","94.60","52.78","Quetta","Accepted"
"Fareeha","21.00","Female","59.70","88.75","Rawalpindi","Accepted"
"Temur","19.00","Male","88.20","71.29","Karachi","Accepted"
"Barno","21.00","Female","61.80","68.84","Islamabad","Rejected"
"Ahmed","22.00","Male","69.70","68.07","Karachi","Rejected"
"Saima","22.00","","75.30","81.88","Multan","Accepted"
"Tayyaba","24.00","Female","59.30","76.98","Rawalpindi","Rejected"
"Usman","19.00","Male","88.60","72.35","Peshawar","Accepted"
"Tayyaba","","Female","84.00","71.45","Peshawar","Accepted"
"Kamol","20.00","Male","70.50","91.15","Lahore","Accepted"
"Aliya","","","93.00","76.64","Rawalpindi","Accepted"
"Hulkar","17.00","Female","74.10","62.31","Islamabad","Rejected"
"Maftuna","18.00","Female","68.50","84.76","Lahore","Accepted"
"Lola  ","23.00","Female","81.60","94.16","Islamabad","Accepted"
"Sarvarbek","20.00","Mal","90.70","83.72","Lahore","Accepted"
"Dilovar","55.00","Male","49.90","45.15","Peshawar","Rejected"
"Muslimbek","18.00","Male","98.80","54.48","","Accepted"
"Sidra","19.00","Female","65.50","85.15","Peshawar","Accepted"
"Nasir","17.00","Male","40.00","99.00","Rawalpindi","Rejected"
"Eldor","18.00","Male","75.70","","Quetta","Accepted"
"Bobur","21.00","Male","85.20","90.22","Quetta","Accepted"
"Nabeel","21.00","Male","74.90","59.57","Peshawar","Rejected"
"Fahad","24.00","Male","75.20","91.76","Quetta","Accepted"
"Hulkar","22.00","Female","75.60","85.74","Peshawar","Accepted"
"Iqbol","16.00","Female","70.50","80.12","Islamabad","Accepted"
"Uzma","23.00","Female","91.20","-15.12","Islamabad","Accepted"
"Gulnora","19.00","Female","70.10","","Quetta","Rejected"
"Bilal","19.00","Male","69.30","54.02","Islamabad","Rejected"
"Zunaira","18.00","Female","55.00","93.33","Quetta","Rejected"
"Zunaira","23.00","Female","45.40","67.62","Rawalpindi","Rejected"
"Shazia","19.00","Female","72.50","89.64","Islamabad","Accepted"
"Shafiq","25.00","Male","88.40","","Rawalpindi","Accepted"
"Ismail","20.00","Male","76.90","73.99","Quetta","Accepted"
"Zulfiya","16.00","Female","46.50","83.75","Lahore","Rejected"
"Murtaza","16.00","Male","60.40","89.58","Islamabad","Rejected"
"Nodir","22.00","Male","80.00","69.53","Peshawar","Rejected"
"Dilovar","19.00","Male","78.50","98.59","Peshawar","Accepted"
"Hina","16.00","Female","57.80","130.47","Islamabad","Accepted"
"Muhabbat","19.00","M","-26.00","99.00","Quetta","Accepted"
"Nisha","20.00","Female","42.80","78.59","Islamabad","Rejected"
"Jasur","17.00","Male","81.40","56.67","Multan","Rejected"
"Jasur","18.00","Male","67.20","89.40","Karachi","Accepted"
"Nisha","20.00","Female","72.30","76.31","Rawalpindi","Accepted"
"Rehan","","","","92.70","Karachi","Accepted"
"Behruz","22.00","Male","82.50","52.00","Quetta","Rejected"
"Nisha","19.00","Female","43.00","57.23","Peshawar","Rejected"
"Nodir","20.00","Male","73.10","72.83","Rawalpindi","Rejected"
"Fahad","19.00","Male","80.50","54.87","Peshawar","Rejected"
"Behruz","18.00","Male","58.80","75.77","Lahore","Rejected"
"Adnan","21.00","Male","85.10","79.87","Peshawar","Accepted"
"Sajid","22.00","","69.30","77.51","Lahore","Accepted"
"Hafsa","18.00","Female","87.90","79.54","Islamabad","Accepted"
"Muhabbat","22.00","Female","72.40","87.48","Rawalpindi","Accepted"
"Imran","18.00","Male","100.00","57.96","Islamabad","Accepted"
"Mehwish","22.00","Female","81.20","99.00","Multan","Accepted"
"Usman","24.00","","","78.01","Peshawar","Accepted"
"Sadia","16.00","Female","74.50","90.51","Peshawar","Accepted"
"Saima","18.00","Female","83.70","65.38","Multan","Accepted"
"Dilnoza","23.00","mAle","100.00","75.99","Lahore","Accepted"
"Ali","21.00","Male","60.00","","","Rejected"
"Shafiq","21.00","Male","55.70","70.83","Multan","Rejected"
"Doniyor","22.00","Male","59.90","99.00","Peshawar","Rejected"
"Nashit","24.00","Female","78.40","63.29","","Rejected"
"Omer","20.00","Male","55.10","99.00","Lahore","Rejected"
"Iqbol","20.00","Female","44.90","63.75","Rawalpindi","Rejected"
"Hamza","","Male","40.50","91.15","Karachi","Rejected"
"Eldor","22.00","Male","50.50","57.83","Karachi","Rejected"
"Sara","23.00","Female","90.80","63.27","Peshawar","Accepted"
"Nilufar","19.00","Female","92.20","82.81","Quetta","Accepted"
"Nabeel","22.00","Male","100.00","81.20","Rawalpindi","Accepted"
"Furqan","18.00","Male","192.00","99.00","Karachi",""
"Rabia","21.00","Female","89.70","81.77","Lahore","Accepted"
"Mavluda","20.00","Female","67.10","99.00","Peshawar","Accepted"
"Salman","17.00","Male","88.40","116.55","Quetta","Rejected"
"Saqib","22.00","Male","67.50","90.87","Karachi","Accepted"
"Nilufar","23.00","fEmale","63.90","95.12","Peshawar","Accepted"
"Lola","22.00","Female","69.40","83.22","Lahore","Rejected"
"Nimra","17.00","Female","55.50","61.81","Rawalpindi","Rejected"
"Adnan","22.00","Male","66.70","78.61","","Accepted"
"Doniyor","19.00","Male","77.30","93.49","Peshawar","Accepted"
"Omer","21.00","Male","62.20","85.35","Quetta","Rejected"
"Nilufar","21.00","Female","67.10","77.67","Quetta","Rejected"
"Nilufar","","Female","","70.46","Peshawar","Accepted"
"Noor","22.00","Female","90.10","73.89","Multan","Accepted"
"Asad","22.00","Male","-46.00","54.89","Karachi","Rejected"
"Nadia","17.00","Female","99.50","42.22","Rawalpindi","Accepted"
"Mohira","17.10","Female","60.60","49.78","Multan","Rejected"
"Umida","21.00","Female","90.50","64.97","Multan","Accepted"
"Nasir","24.00","Male","90.00","74.19","","Accepted"
"Sumera","25.00","Female","100.00","74.99","Islamabad","Accepted"
"Uzma","25.00","Female","97.20","99.00","Karachi","Accepted"
"Nilufar","17.00","Female","92.50","56.94","Islamabad","Accepted"
"Hamza","24.00","Male","45.80","63.29","Lahore","Rejected"
"Saim","22.00","Male","100.00","61.14","Multan","Accepted"
"Nadia","17.00","Female","83.30","94.13","Rawalpindi","Accepted"
"Sarvarbek","","Male","80.00","67.13","Rawalpindi","Accepted"
"Sarvinoz","16.00","Female","68.30","85.79","Lahore","Accepted"
"Murtaza","20.00","Male","84.10","96.50","Lahore","Accepted"
"Nasiba","22.00","","64.40","68.78","Peshawar","Rejected"
"Hafsa","21.00","Female","66.00","85.77","Quetta","Accepted"
"Irfan","21.00","Male","53.00","86.75","Lahore","Rejected"
"Zara","19.00","Female","76.90","63.14","Multan","Accepted"
"Shehroz","19.00","Male","54.60","79.57","Islamabad","Rejected"
"Arslan","22.00","Male","75.40","79.47","Rawalpindi","Rejected"
"Sana","20.00","Female","72.70","77.56","Multan","Rejected"
"Kiran","19.00","Female","56.30","74.70","Lahore","Rejected"
"Behruz","19.50","Male","68.40","67.96","Peshawar","Rejected"
"Muzammil","16.30","Male","60.80","-12.51","Islamabad","Accepted"
"Dilovar","21.00","Male","84.30","62.30","Quetta","Rejected"
"Moiz","16.00","Male","57.70","76.79","Karachi","Rejected"
"Sitora","17.00","Female","63.90","99.00","Quetta","Accepted"
"Mahnoor","","Female","100.00","51.64","Peshawar","Accepted"
"Muslimbek","20.00","Male","75.40","74.15","Multan","Rejected"
"Zamira","21.00","Female","97.30","82.60","Peshawar","Accepted"
"Behruz","16.00","Male","82.00","76.32","Rawalpindi","Accepted"
"Shafiq","17.00","Male","78.10","99.00","Lahore","Accepted"
"Noor","20.00","Female","68.00","99.00","Quetta","Accepted"
"Tahir","20.00","Male","82.90","90.55","Quetta","Accepted"
"Malika","18.00","Female","99.90","80.79","Rawalpindi","Accepted"
"Kashif","19.00","Male","94.80","96.20","Multan","Accepted"
"Mohira","16.00","Female","66.70","78.03","Quetta","Rejected"
"Iqbol","18.00","Female","93.40","69.42","Peshawar","Accepted"
"Muhabbat","","Female","76.30","84.92","Peshawar","Accepted"
"Samina","19.00","female","66.60","87.96","Islmabad","Rejected"
"Sherzod","19.00","","74.10","45.18","Rawalpindi","Rejected"
"Farrukh","22.00","Male","65.10","61.89","Lahore","Rejected"
"Rabia","17.00","Female","63.60","72.05","Islamabad","Rejected"
"Shahid","17.00","Male","78.50","69.14","Karachi","Rejected"
"Fareeha","21.00","Female","","99.00","Lahore","Accepted"
"Maftuna","23.00","Female","51.30","54.17","Peshawar","Rejected"
"Naeem","19.00","Male","","86.89","Multan","Accepted"
"Furqan","19.00","Male","68.30","40.00","Islamabad","Rejected"
"Faisal","20.00","Male","100.00","48.65","Lahore","Accepted"
"Haris","20.00","Male","126.00","81.59","Lahore",""
"Saqib","18.00","Male","81.50","61.78","Lahore","Rejected"
"Muslimbek","21.00","Male","62.00","70.62","Rawalpindi","Rejected"
"Taimur","21.00","Male","72.50","57.33","Karachi",""
"Jasur","22.00","Male","77.70","57.19","Islamabad","Rejected"
"Humaira","18.90","Female","57.80","88.06","Quetta","Rejected"
"Ahmed","","Male","60.70","83.98","Quetta","Rejected"
"Sitora","20.00","Female","76.60","72.36","Islamabad","Accepted"
"Fareeha","18.00","Female","53.00","","Peshawar","Rejected"
"Hafsa","19.00","Female","83.70","61.02","Islamabad","Rejected"
"Tayyaba","21.00","Female","106.50","90.99","Peshawar","Accepted"
"Farzana","19.00","Female","83.80","46.77","Quetta","Rejected"
"Shamsiddin","20.00","Male","81.30","80.97","Peshawar","Accepted"
"Eldor","16.00","Male","85.00","64.00","Rawalpindi","Accepted"
"Zaid","16.00","Male","90.70","103.55","Rawalpindi","Accepted"
"Sitora","21.00","Female","99.60","75.05","Karachi","Accepted"
"Amjad","21.00","Male","82.40","95.14","Karachi","Accepted"
"Maryam","21.00","Female","73.80","","Lahore","Rejected"
"Shahnoza","22.00","Female","62.40","51.71","Karachi","Rejected"
"Fatima","21.00","Female","","-18.66","Islamabad","Accepted"
"Sumera","20.00","Female","40.40","99.00","Karachi","Rejected"
"Kiran","23.00","Female","81.40","63.89","Islamabad","Accepted"
"Zara","17.00","Female","92.70","64.59","Peshawar","Accepted"
"Mahnoor","18.00","Female","88.40","84.18","Islamabad","Accepted"
"Sitora","18.00","Female","52.80","90.36","Quetta","Rejected"
"Nilufar","19.00","Female","77.30","83.78","Multan","Accepted"
"Tahir","21.40","Male","81.90","99.00","Rawalpindi","Accepted"
"Dilnoza","22.00","Female","98.80","77.62","Karachi","Accepted"
"Muazzam","21.00","Female","100.00","55.76","Multan","Accepted"
"Muhabbat","18.00","Female","86.70","82.85","Peshawar","Accepted"
"Junaid","20.00","Male","-24.00","70.08","Quetta","Accepted"
"Zaid","17.00","Male","77.80","81.30","Multan","Accepted"
